bodytype,specs,price,color,mileage,engine,model,city
Sedan,"Used 2014 Nissan Sentra S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Trip Computer","$11,393 ",Gray,"Mileage: 44,838 miles",4 Cyl,2014 Nissan Sentra S,SanFrancisco 
Sedan,"Used 2011 Honda Accord EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$14,988 ",Black,"Mileage: 34,476 miles",6 Cyl,2011 Honda Accord EXL,SanFrancisco 
SUV,"Used 2013 Nissan Murano S with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$14,984 ",Black,"Mileage: 46,292 miles",6 Cyl,2013 Nissan Murano S,SanFrancisco 
Sedan,"Used 2016 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$15,291 ",Silver,"Mileage: 21,681 miles",4 Cyl,2016 Nissan Altima S,SanFrancisco 
Sedan,"Used 2006 Mazda Mazda3 s with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$6,997 ",Silver,"Mileage: 92,143 miles",4 Cyl,2006 Mazda Mazda3 s,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,491 ",Silver,"Mileage: 48,757 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
Sedan,"Used 2014 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,883 ",Brown,"Mileage: 19,329 miles",4 Cyl,2014 Nissan Altima S,SanFrancisco 
Sedan,"Used 2014 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,983 ",Gray,"Mileage: 43,915 miles",4 Cyl,2014 Nissan Altima S,SanFrancisco 
SUV,"Used 2014 Nissan Pathfinder S with FWD, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats","$16,791 ",Silver,"Mileage: 59,596 miles",6 Cyl,2014 Nissan Pathfinder S,SanFrancisco 
Sedan,"Used 2014 Nissan Altima SL with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$16,482 ",Brown,"Mileage: 24,735 miles",4 Cyl,2014 Nissan Altima SL,SanFrancisco 
Hatchback,"Used 2014 Nissan Leaf S with FWD, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$9,221 ",Red,"Mileage: 16,179 miles",Electric,2014 Nissan Leaf S,SanFrancisco 
Sedan,"Used 2014 Nissan Altima SV with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$14,923 ",Brown,"Mileage: 14,134 miles",4 Cyl,2014 Nissan Altima SV,SanFrancisco 
Sedan,"Used 2014 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,733 ",Unspecified,"Mileage: 51,520 miles",4 Cyl,2014 Nissan Altima S,SanFrancisco 
Sedan,"Used 2015 Nissan Altima S with FWD, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$12,983 ",Black,"Mileage: 47,151 miles",4 Cyl,2015 Nissan Altima S,SanFrancisco 
Hatchback,"Used 2009 Nissan Versa SL with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$6,682 ",Gray,"Mileage: 65,987 miles",4 Cyl,2009 Nissan Versa SL,SanFrancisco 
Sedan,"Used 2015 Dodge Dart GT with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$13,997 ",Black,"Mileage: 16,948 miles",4 Cyl,2015 Dodge Dart GT,SanFrancisco 
SUV,"Used 2012 Ford Escape Limited with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$12,441 ",Unspecified,"Mileage: 67,882 miles",6 Cyl,2012 Ford Escape Limited,SanFrancisco 
SUV,"Used 2009 GMC Yukon SLT with 4WD, Fog Lights, Trailer Hitch, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3","$17,995 ",Unspecified,"Mileage: 116,139 miles",8 Cyl,2009 GMC Yukon SLT,SanFrancisco 
Hatchback,"Used 2013 Mini Cooper S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$14,995 ",Gray,"Mileage: 30,641 miles",4 Cyl,2013 Mini Cooper S,SanFrancisco 
Sedan,"Used 2014 Dodge Charger R/T with RWD, Remote Start, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering","$23,995 ",Blue,"Mileage: 20,625 miles",8 Cyl,2014 Dodge Charger R/T,SanFrancisco 
SUV,"Used 2014 Nissan Juke SL with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$13,995 ",Blue,"Mileage: 24,774 miles",4 Cyl,2014 Nissan Juke SL,SanFrancisco 
Sedan,"Used 2012 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows","$9,999 ",Blue,"Mileage: 79,601 miles",4 Cyl,2012 Toyota Corolla S,SanFrancisco 
Sedan,"Used 2014 Hyundai Sonata GLS with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$13,888 ",Red,"Mileage: 36,914 miles",4 Cyl,2014 Hyundai Sonata GLS,SanFrancisco 
Pickup,"Used 2014 Ram 1500 Laramie with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning","$34,995 ",Black,"Mileage: 41,324 miles",8 Cyl,2014 Ram 1500 Laramie,SanFrancisco 
Coupe,"Used 2015 Chevrolet Camaro SS with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$26,999 ",Gray,"Mileage: 9,067 miles",8 Cyl,2015 Chevrolet Camaro SS,SanFrancisco 
Minivan,"Used 2013 Ford C-Max SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter","$9,999 ",Turquoise,"Mileage: 72,950 miles",4 Cyl,2013 Ford C-Max SE,SanFrancisco 
Sedan,"Used 2014 Hyundai Elantra SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$10,999 ",Silver,"Mileage: 45,870 miles",4 Cyl,2014 Hyundai Elantra SE,SanFrancisco 
Minivan,"Used 2013 Ford C-Max SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter","$9,999 ",Turquoise,"Mileage: 72,950 miles",4 Cyl,2013 Ford C-Max SE,SanFrancisco 
Sedan,"Used 2014 Hyundai Elantra SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$10,999 ",Silver,"Mileage: 45,870 miles",4 Cyl,2014 Hyundai Elantra SE,SanFrancisco 
SUV,"Used 2015 Jeep Renegade Sport with 4WD, Split/Folding Seats, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks, Front Airbags (Driver)","$13,999 ",Green,"Mileage: 33,191 miles",4 Cyl,2015 Jeep Renegade Sport,SanFrancisco 
Minivan,"Used 2015 Toyota Sienna with FWD, Alloy Wheels, Third Row Seating, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$19,999 ",Gray,"Mileage: 15,933 miles",6 Cyl,2015 Toyota Sienna,SanFrancisco 
Pickup,"Used 2015 Ram 1500 ST with 4WD, Trailer Hitch, Quad Cab, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Intermittent Wipers","$23,999 ",Silver,"Mileage: 21,046 miles",6 Cyl,2015 Ram 1500 ST,SanFrancisco 
Coupe,"Used 2016 Chevrolet Corvette Z51 with RWD, Leather Seats, Alloy Wheels, Cruise Control, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter","$46,999 ",Red,"Mileage: 5,419 miles",8 Cyl,2016 Chevrolet Corvette Z51,SanFrancisco 
Sedan,"Used 2012 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM","$6,999 ",Red,"Mileage: 72,504 miles",4 Cyl,2012 Nissan Sentra SR,SanFrancisco 
Coupe,"Used 2015 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter","$18,999 ",Black,"Mileage: 37,482 miles",6 Cyl,2015 Dodge Challenger SXT,SanFrancisco 
Pickup,"Used 2014 Toyota Tacoma with RWD, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks","$17,999 ",White,"Mileage: 45,424 miles",4 Cyl,2014 Toyota Tacoma,SanFrancisco 
Sedan,"Used 2015 Chrysler 200 S with FWD, Fog Lights, Alloy Wheels, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM, Aux Audio Adapter","$13,999 ",Black,"Mileage: 55,119 miles",6 Cyl,2015 Chrysler 200 S,SanFrancisco 
Hatchback,"Used 2012 Hyundai Veloster with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$9,999 ",Black,"Mileage: 88,527 miles",4 Cyl,2012 Hyundai Veloster,SanFrancisco 
Sedan,"Used 2013 Hyundai Sonata Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$10,984 ",Gray,"Mileage: 83,858 miles",4 Cyl,2013 Hyundai Sonata Limited Edition,SanFrancisco 
Sedan,"Used 2015 Hyundai Sonata Eco with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,444 ",Silver,"Mileage: 67,889 miles",4 Cyl,2015 Hyundai Sonata Eco,SanFrancisco 
Sedan,"Used 2015 Hyundai Sonata Limited Edition with FWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$17,444 ",Black,"Mileage: 20,218 miles",4 Cyl,2015 Hyundai Sonata Limited Edition,SanFrancisco 
Sedan,"Used 2014 Hyundai Sonata SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$13,999 ",White,"Mileage: 27,594 miles",4 Cyl,2014 Hyundai Sonata SE,SanFrancisco 
Sedan,"Used 2015 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, AM/FM","$20,498 ",Black,"Mileage: 13,765 miles",4 Cyl,2015 Honda Accord EXL,SanFrancisco 
Hatchback,"Used 2014 Ford Fiesta Titanium with FWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$11,498 ",Black,"Mileage: 34,242 miles",4 Cyl,2014 Ford Fiesta Titanium,SanFrancisco 
Sedan,"Used 2014 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$25,998 ",White,"Mileage: 29,904 miles",6 Cyl,2014 Lexus IS 250,SanFrancisco 
Sedan,"Used 2014 Honda Civic EX with FWD, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer","$15,498 ",Black,"Mileage: 16,145 miles",4 Cyl,2014 Honda Civic EX,SanFrancisco 
SUV,"Used 2014 Kia Sportage EX with FWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering","$17,398 ",White,"Mileage: 37,188 miles",4 Cyl,2014 Kia Sportage EX,SanFrancisco 
Sedan,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster","$13,799 ",Gray,"Mileage: 27,265 miles",4 Cyl,2014 Honda Civic LX,SanFrancisco 
Sedan,"Used 2015 Subaru Impreza with AWD, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Intermittent Wipers, Power Locks","$14,998 ",Silver,"Mileage: 21,867 miles",4 Cyl,2015 Subaru Impreza,SanFrancisco 
SUV,"Used 2014 Honda CR-V EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$20,398 ",Black,"Mileage: 34,861 miles",4 Cyl,2014 Honda CR-V EXL,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer","$17,788 ",Blue,"Mileage: 25,260 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
SUV,"Used 2014 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering","$18,499 ",White,"Mileage: 35,931 miles",4 Cyl,2014 Honda CR-V EX,SanFrancisco 
Sedan,"Used 2014 Lexus IS 250 with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, DVD, Air Conditioning","$25,998 ",White,"Mileage: 29,904 miles",6 Cyl,2014 Lexus IS 250,SanFrancisco 
Coupe,"Used 2015 BMW 4 Series 435i with RWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM, Trip Computer","$34,998 ",Unspecified,"Mileage: 12,813 miles",6 Cyl,2015 BMW 4 Series 435i,SanFrancisco 
Sedan,"Used 2005 Mazda Mazda3 i with FWD, Alloy Wheels, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes, Rear Window Defroster, Front Airbags (Driver)","$5,420 ",Gray,"Mileage: 110,705 miles",4 Cyl,2005 Mazda Mazda3 i,SanFrancisco 
Sedan,"Used 2014 Honda Accord EX with FWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM","$16,998 ",Gray,"Mileage: 29,084 miles",4 Cyl,2014 Honda Accord EX,SanFrancisco 
SUV,"Used 2015 Acura MDX Technology with AWD, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, DVD","$34,998 ",Gray,"Mileage: 30,136 miles",6 Cyl,2015 Acura MDX Technology,SanFrancisco 
Sedan,"Used 2015 Ford Focus S with FWD, Keyless Entry, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Intermittent Wipers","$10,789 ",White,"Mileage: 20,845 miles",4 Cyl,2015 Ford Focus S,SanFrancisco 
SUV,"Used 2014 Honda CR-V EX with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering","$18,199 ",Brown,"Mileage: 35,168 miles",4 Cyl,2014 Honda CR-V EX,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer","$17,788 ",Blue,"Mileage: 25,260 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
Sedan,"Used 2015 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, AM/FM","$20,498 ",Black,"Mileage: 13,765 miles",4 Cyl,2015 Honda Accord EXL,SanFrancisco 
SUV,"Used 2014 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer","$17,199 ",Brown,"Mileage: 28,320 miles",4 Cyl,2014 Honda CR-V LX,SanFrancisco 
Hatchback,"Used 2013 Toyota Prius Four with FWD, Alloy Wheels, Air Conditioning, Power Steering, Power Windows, Power Locks, Handsfree/Bluetooth Integration","$15,999 ",Blue,"Mileage: 43,012 miles",4 Cyl,2013 Toyota Prius Four,SanFrancisco 
SUV,"Used 2013 Lexus GX 460 with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$32,985 ",Black,"Mileage: 58,224 miles",8 Cyl,2013 Lexus GX 460,SanFrancisco 
Sedan,"Used 2014 Subaru Legacy 2.5i Premium with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering","$16,286 ",Black,"Mileage: 40,376 miles",4 Cyl,2014 Subaru Legacy 2.5i Premium,SanFrancisco 
Minivan,"Used 2014 Toyota Sienna XLE with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$24,486 ",Silver,"Mileage: 34,168 miles",6 Cyl,2014 Toyota Sienna XLE,SanFrancisco 
Hatchback,"Used 2014 Toyota Prius Plug-in with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$17,485 ",Gray,"Mileage: 34,802 miles",4 Cyl,2014 Toyota Prius Plug-in,SanFrancisco 
SUV,"Used 2011 Acura MDX Advance with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)","$21,989 ",Silver,"Mileage: 77,748 miles",6 Cyl,2011 Acura MDX Advance,SanFrancisco 
Sedan,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering","$14,988 ",White,"Mileage: 44,161 miles",4 Cyl,2014 Toyota Corolla S,SanFrancisco 
Pickup,"Used 2016 Toyota Tacoma SR with 4WD, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Front Airbags (Driver)","$26,988 ",Black,"Mileage: 5,086 miles",4 Cyl,2016 Toyota Tacoma SR,SanFrancisco 
SUV,"Used 2013 Nissan Xterra S with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$17,999 ",Gray,"Mileage: 41,088 miles",6 Cyl,2013 Nissan Xterra S,SanFrancisco 
SUV,"Used 2014 Toyota RAV4 EV with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$17,988 ",White,"Mileage: 41,419 miles",Electric,2014 Toyota RAV4 EV,SanFrancisco 
