specs,price,color,mileage,bodytype,engine,model,city
"Used 2016 Ford Explorer Base with 4WD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats","$24,150 ",Silver,"Mileage: 36,164 miles",SUV,6 Cyl,2016 Ford Explorer Base,WashingtonDC
"Used 2009 Ford Escape XLT with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows","$8,000 ",Gray,"Mileage: 110,121 miles",SUV,6 Cyl,2009 Ford Escape XLT,WashingtonDC
"Used 2013 Mazda Mazda3 i Grand Touring with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, AM/FM","$11,200 ",Gray,"Mileage: 76,521 miles",Sedan,4 Cyl,2013 Mazda Mazda3 i Grand Touring,WashingtonDC
"Used 2013 Chevrolet Cruze LS with FWD, Navigation System, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows","$9,700 ",Silver,"Mileage: 42,967 miles",Sedan,4 Cyl,2013 Chevrolet Cruze LS,WashingtonDC
"Used 2015 Chevrolet Equinox LS with FWD, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$15,978 ",White,"Mileage: 33,913 miles",SUV,4 Cyl,2015 Chevrolet Equinox LS,WashingtonDC
"Used 2013 Volkswagen Jetta S with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes","$8,434 ",Silver,"Mileage: 52,654 miles",Sedan,4 Cyl,2013 Volkswagen Jetta S,WashingtonDC
"Used 2014 Nissan Altima SV with FWD, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$13,990 ",Gray,"Mileage: 26,238 miles",Sedan,4 Cyl,2014 Nissan Altima SV,WashingtonDC
"Used 2013 Lexus IS 250 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks","$19,950 ",Red,"Mileage: 42,915 miles",Sedan,6 Cyl,2013 Lexus IS 250,WashingtonDC
"Used 2014 Nissan Sentra SR with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$8,494 ",Silver,"Mileage: 94,272 miles",Sedan,4 Cyl,2014 Nissan Sentra SR,WashingtonDC
"Used 2014 Infiniti QX80 with 4WD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats","$45,599 ",Silver,"Mileage: 27,212 miles",SUV,8 Cyl,2014 Infiniti QX80,WashingtonDC
"Used 2014 Volkswagen Jetta SE with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors","$10,950 ",White,"Mileage: 47,059 miles",Sedan,4 Cyl,2014 Volkswagen Jetta SE,WashingtonDC
"Used 2013 Ford Fusion Titanium with FWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$14,994 ",White,"Mileage: 52,856 miles",Sedan,4 Cyl,2013 Ford Fusion Titanium,WashingtonDC
"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$10,475 ",White,"Mileage: 33,124 miles",Sedan,4 Cyl,2014 Ford Focus SE,WashingtonDC
"Used 2016 Chevrolet Colorado Z71 with 4WD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Satellite Radio, Cloth Seats, Power Steering","$31,600 ",Black,"Mileage: 11,267 miles",Pickup,6 Cyl,2016 Chevrolet Colorado Z71,WashingtonDC
"Used 2008 Scion xB Base with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Intermittent Wipers, Power Locks","$6,000 ",Blue,"Mileage: 119,105 miles",Wagon,4 Cyl,2008 Scion xB Base,WashingtonDC
"Used 2012 Honda CR-V EX with AWD, Rear-View Camera","$12,695 ",Green,"Mileage: 97,957 miles",SUV,4 Cyl,2012 Honda CR-V EX,WashingtonDC
"Used 2013 Ford Edge SEL with AWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$18,346 ",Red,"Mileage: 41,384 miles",SUV,6 Cyl,2013 Ford Edge SEL,WashingtonDC
"Used 2014 Ram 1500 ST with RWD, Trailer Hitch, Quad Cab, Cruise Control, Split/Folding Seats, Air Conditioning, Power Windows, Front Airbags (Driver)","$19,895 ",Silver,"Mileage: 63,977 miles",Pickup,8 Cyl,2014 Ram 1500 ST,WashingtonDC
"Used 2016 Subaru Crosstrek Limited with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3","$22,471 ",Silver,"Mileage: 14,656 miles",SUV,4 Cyl,2016 Subaru Crosstrek Limited,WashingtonDC
"Used 2014 Lincoln MKZ with AWD, Remote Start, Leather Seats, Heated Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration","$21,325 ",Silver,"Mileage: 11,431 miles",Sedan,4 Cyl,2014 Lincoln MKZ,WashingtonDC
"Used 2014 Honda CR-V LX with AWD, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$16,290 ",Gray,"Mileage: 45,016 miles",SUV,4 Cyl,2014 Honda CR-V LX,WashingtonDC
"Used 2015 Honda Accord EX with FWD, Fog Lights, Power Sun/Moonroof, Cruise Control, Air Conditioning, Power Steering, AM/FM, Trip Computer, Power Seat (Driver), Intermittent Wipers, Power Locks","$16,925 ",Black,"Mileage: 43,752 miles",Sedan,4 Cyl,2015 Honda Accord EX,WashingtonDC
"Used 2014 Toyota Camry LE with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$13,000 ",Red,"Mileage: 54,063 miles",Sedan,4 Cyl,2014 Toyota Camry LE,WashingtonDC
"Used 2015 Lincoln MKC with AWD, Remote Start, Fog Lights, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$22,990 ",Black,"Mileage: 47,722 miles",SUV,4 Cyl,2015 Lincoln MKC,WashingtonDC
"Used 2015 Nissan Altima S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$12,994 ",Red,"Mileage: 30,873 miles",Sedan,4 Cyl,2015 Nissan Altima S,WashingtonDC
"Used 2010 Toyota FJ Cruiser with 4WD, Split/Folding Seats, Air Conditioning, Power Steering, Intermittent Wipers, Power Locks, Rear Window Defroster","$26,090 ",Black,"Mileage: 24,202 miles",SUV,6 Cyl,2010 Toyota FJ Cruiser,WashingtonDC
"Used 2013 Volkswagen Passat S with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$11,190 ",Gray,"Mileage: 34,155 miles",Sedan,5 Cyl,2013 Volkswagen Passat S,WashingtonDC
"Used 2014 Lexus GX 460 with 4WD, Power Sun/Moonroof, Third Row Seating, Cruise Control, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks, Handsfree/Bluetooth Integration, Power Mirrors","$37,950 ",White,"Mileage: 42,472 miles",SUV,8 Cyl,2014 Lexus GX 460,WashingtonDC
"Used 2016 Toyota Highlander Limited with AWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$36,599 ",Black,"Mileage: 24,492 miles",SUV,6 Cyl,2016 Toyota Highlander Limited,WashingtonDC
"Used 2014 Nissan Pathfinder S with 4WD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Power Mirrors","$18,990 ",Red,"Mileage: 44,985 miles",SUV,6 Cyl,2014 Nissan Pathfinder S,WashingtonDC
"Used 2013 Hyundai Sonata Limited Edition with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Trip Computer, Power Seat (Driver), Intermittent Wipers","$14,990 ",White,"Mileage: 19,813 miles",Sedan,4 Cyl,2013 Hyundai Sonata Limited Edition,WashingtonDC
"Used 2010 Chevrolet Traverse LT with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$10,450 ",Black,"Mileage: 100,151 miles",SUV,6 Cyl,2010 Chevrolet Traverse LT,WashingtonDC
"Used 2014 Acura MDX Advance with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Heated Seats, Air Conditioning, Trip Computer, Power Seat (Driver), Power Locks","$29,990 ",White,"Mileage: 57,298 miles",SUV,6 Cyl,2014 Acura MDX Advance,WashingtonDC
"Used 2016 Kia Sorento EX with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$23,990 ",Blue,"Mileage: 48,945 miles",SUV,6 Cyl,2016 Kia Sorento EX,WashingtonDC
"Used 2016 Chevrolet Cruze LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$11,500 ",Blue,"Mileage: 56,837 miles",Sedan,4 Cyl,2016 Chevrolet Cruze LT,WashingtonDC
"Used 2014 Toyota Camry XLE with FWD, Keyless Entry, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration","$16,825 ",Gray,"Mileage: 35,650 miles",Sedan,4 Cyl,2014 Toyota Camry XLE,WashingtonDC
"Used 2016 Audi A6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$34,995 ",White,"Mileage: 50,620 miles",Sedan,6 Cyl,2016 Audi A6,WashingtonDC
"Used 2007 Acura TSX Base with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning","$6,995 ",Blue,"Mileage: 139,597 miles",Sedan,4 Cyl,2007 Acura TSX Base,WashingtonDC
"Used 2014 Acura MDX Technology with AWD, Navigation System","$28,950 ",Gray,"Mileage: 65,090 miles",SUV,6 Cyl,2014 Acura MDX Technology,WashingtonDC
"Used 2014 Toyota Sienna XLE with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats","$22,600 ",Unspecified,"Mileage: 67,595 miles",Minivan,6 Cyl,2014 Toyota Sienna XLE,WashingtonDC
"Used 2016 Ford Taurus SEL with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$20,385 ",Red,"Mileage: 4,435 miles",Sedan,6 Cyl,2016 Ford Taurus SEL,WashingtonDC
"Used 2014 Ford Escape S with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows","$13,518 ",Silver,"Mileage: 40,976 miles",SUV,4 Cyl,2014 Ford Escape S,WashingtonDC
"Used 2015 Ford Mustang GT with RWD, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Power Locks, Front Airbags (Driver)","$35,975 ",White,"Mileage: 3,548 miles",Coupe,8 Cyl,2015 Ford Mustang GT,WashingtonDC
"Used 2016 Honda CR-V EX with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Windows, AM/FM, Trip Computer","$21,900 ",Red,"Mileage: 13,801 miles",SUV,4 Cyl,2016 Honda CR-V EX,WashingtonDC
"Used 2014 Ford Expedition Limited with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Third Row Seating, Cruise Control, Heated Seats, Air Conditioning, AM/FM, Trip Computer, Power Seat (Driver)","$30,890 ",White,"Mileage: 58,524 miles",SUV,8 Cyl,2014 Ford Expedition Limited,WashingtonDC
"Used 2016 Volkswagen Jetta S with FWD, Cruise Control, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Power Mirrors","$12,925 ",Black,"Mileage: 5,218 miles",Sedan,4 Cyl,2016 Volkswagen Jetta S,WashingtonDC
"Used 2011 Mercedes-Benz E-Class E 350 with RWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, DVD, Air Conditioning, MP3, Power Steering, Power Windows","$25,881 ",Gray,"Mileage: 27,942 miles",Convertible,6 Cyl,2011 Mercedes-Benz E-Class E 350,WashingtonDC
"Used 2015 Nissan Pathfinder S with 4WD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, 4-Wheel Disc Brakes","$20,999 ",Brown,"Mileage: 32,132 miles",SUV,6 Cyl,2015 Nissan Pathfinder S,WashingtonDC
"Used 2009 Honda CR-V EXL with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM","$12,980 ",Blue,"Mileage: 77,369 miles",SUV,4 Cyl,2009 Honda CR-V EXL,WashingtonDC
"Used 2014 Chevrolet Sonic LT with FWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3","$9,000 ",Bronze,"Mileage: 45,262 miles",Hatchback,4 Cyl,2014 Chevrolet Sonic LT,WashingtonDC
"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$11,495 ",Silver,"Mileage: 13,455 miles",Sedan,4 Cyl,2014 Ford Focus SE,WashingtonDC
"Used 2013 BMW 3 Series 335i with RWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering","$28,945 ",Black,"Mileage: 19,101 miles",Convertible,6 Cyl,2013 BMW 3 Series 335i,WashingtonDC
"Used 2013 Nissan Murano S with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM","$13,495 ",Unspecified,"Mileage: 86,270 miles",SUV,6 Cyl,2013 Nissan Murano S,WashingtonDC
"Used 2013 Ford Edge SEL with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering","$18,495 ",White,"Mileage: 44,619 miles",SUV,6 Cyl,2013 Ford Edge SEL,WashingtonDC
"Used 2013 Nissan Rogue S with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering","$13,785 ",Gray,"Mileage: 35,034 miles",SUV,4 Cyl,2013 Nissan Rogue S,WashingtonDC
"Used 2014 Cadillac CTS with RWD, Keyless Entry, Cruise Control, Air Conditioning, Satellite Radio, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes, Trip Computer, Power Seat (Driver)","$22,185 ",Black,"Mileage: 36,435 miles",Sedan,4 Cyl,2014 Cadillac CTS,WashingtonDC
"Used 2014 Nissan Altima SL with FWD, Remote Start, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera","$14,495 ",Blue,"Mileage: 42,875 miles",Sedan,4 Cyl,2014 Nissan Altima SL,WashingtonDC
"Used 2014 Jeep Compass Limited Edition with 4WD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning","$16,672 ",Brown,"Mileage: 39,455 miles",SUV,4 Cyl,2014 Jeep Compass Limited Edition,WashingtonDC
"Used 2010 Honda Accord EXL with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering","$12,175 ",Gray,"Mileage: 61,008 miles",Sedan,6 Cyl,2010 Honda Accord EXL,WashingtonDC
"Used 2015 Jeep Renegade Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats","$15,391 ",Blue,"Mileage: 33,526 miles",SUV,4 Cyl,2015 Jeep Renegade Latitude,WashingtonDC
"Used 2011 Jeep Grand Cherokee Overland with 4WD, Remote Start, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Towing Package, Rear-View Camera","$20,480 ",White,"Mileage: 81,041 miles",SUV,8 Cyl,2011 Jeep Grand Cherokee Overland,WashingtonDC
"Used 2014 Chevrolet Equinox LT with AWD, Cruise Control, Air Conditioning, Cloth Seats, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration, Power Mirrors","$17,861 ",White,"Mileage: 26,522 miles",SUV,4 Cyl,2014 Chevrolet Equinox LT,WashingtonDC
"Used 2005 Volkswagen GTI 1.8T with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Locks","$5,998 ",Silver,"Mileage: 83,237 miles",Hatchback,4 Cyl,2005 Volkswagen GTI 1.8T,WashingtonDC
"Used 2015 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Windows, AM/FM, Power Locks, Rear Window Defroster","$18,428 ",Orange,"Mileage: 45,001 miles",SUV,4 Cyl,2015 Toyota RAV4 LE,WashingtonDC
"Used 2016 Mazda CX-5 Grand Touring with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$20,900 ",Silver,"Mileage: 39,244 miles",SUV,4 Cyl,2016 Mazda CX-5 Grand Touring,WashingtonDC
"Used 2015 Honda CR-V Touring with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning","$23,991 ",Brown,"Mileage: 52,842 miles",SUV,4 Cyl,2015 Honda CR-V Touring,WashingtonDC
"Used 2010 Chevrolet Avalanche 1500 LT with 4WD, Leather Seats, Alloy Wheels, Cruise Control, Heated Seats, CD (Single Disc), Towing Package, Air Conditioning, Power Steering, Power Windows, AM/FM","$17,495 ",Black,"Mileage: 137,735 miles",SUV,8 Cyl,2010 Chevrolet Avalanche 1500 LT,WashingtonDC
"Used 2014 Toyota RAV4 XLE with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio","$20,797 ",Gray,"Mileage: 22,862 miles",SUV,4 Cyl,2014 Toyota RAV4 XLE,WashingtonDC
"Used 2014 Chevrolet Traverse LS with AWD, Third Row Seating, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Trip Computer, Intermittent Wipers, Power Locks, Handsfree/Bluetooth Integration","$19,290 ",Blue,"Mileage: 41,102 miles",SUV,6 Cyl,2014 Chevrolet Traverse LS,WashingtonDC
"Used 2015 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning","$28,591 ",Black,"Mileage: 26,647 miles",Hatchback,4 Cyl,2015 BMW 3 Series 328i xDrive,WashingtonDC
"Used 2015 Ford F-150 Lariat with 4WD, Remote Start, Fog Lights, Trailer Hitch, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats","$41,872 ",Blue,"Mileage: 29,365 miles",Pickup,6 Cyl,2015 Ford F-150 Lariat,WashingtonDC
"Used 2015 Dodge Challenger SXT with RWD, Fog Lights, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Power Seat (Driver)","$25,300 ",Silver,"Mileage: 20,304 miles",Coupe,6 Cyl,2015 Dodge Challenger SXT,WashingtonDC
